timestamp,frame,cx,cy,x1,y1,x2,y2,confidence
2025-12-15 18:47:54,323,166,178,136,150,196,206,0.5712653398513794
2025-12-15 18:47:54,325,161,183,132,154,191,213,0.5729826092720032
2025-12-15 18:47:55,327,160,178,131,153,190,204,0.5160455703735352
2025-12-15 18:47:55,328,168,181,137,155,199,207,0.7183290719985962
2025-12-15 18:47:55,329,167,184,137,156,198,212,0.6565931439399719
2025-12-15 18:47:55,330,168,196,136,158,200,235,0.6101642847061157
2025-12-15 18:47:55,331,170,190,140,159,201,221,0.6722741723060608
2025-12-15 18:47:57,345,204,207,174,179,235,236,0.51334148645401
2025-12-15 18:47:58,352,160,202,132,178,189,227,0.5430728793144226
2025-12-15 18:47:58,352,212,188,186,171,239,205,0.5116099119186401
2025-12-15 18:47:58,353,215,186,189,171,242,202,0.5304256081581116
2025-12-15 18:47:58,355,209,183,184,169,234,198,0.5374467968940735
2025-12-15 18:47:58,356,208,185,183,168,233,202,0.5318004488945007
2025-12-15 18:47:58,357,208,185,183,168,233,202,0.5318004488945007
2025-12-15 18:47:59,361,160,203,130,174,190,233,0.5947840213775635
2025-12-15 18:47:59,362,206,201,177,168,236,235,0.6412191390991211
2025-12-15 18:47:59,363,204,200,173,166,235,235,0.639779269695282
2025-12-15 18:47:59,363,256,209,233,181,279,237,0.512326180934906
2025-12-15 18:47:59,364,204,200,174,166,235,235,0.6442103385925293
2025-12-15 18:47:59,364,256,209,233,181,279,238,0.5475928783416748
2025-12-15 18:47:59,365,204,201,175,167,234,235,0.6030047535896301
2025-12-15 18:47:59,365,256,209,233,181,279,238,0.5165306329727173
2025-12-15 18:47:59,366,205,201,176,167,234,235,0.5832105278968811
2025-12-15 18:48:01,381,178,167,147,132,210,203,0.6856988668441772
2025-12-15 18:48:01,382,182,144,149,113,216,175,0.666842520236969
2025-12-15 18:48:01,382,240,149,203,115,277,183,0.6230166554450989
2025-12-15 18:48:01,383,189,131,156,103,223,159,0.7295805811882019
2025-12-15 18:48:01,383,255,139,217,106,293,173,0.7280386090278625
2025-12-15 18:48:01,383,318,168,292,133,345,204,0.6103679537773132
2025-12-15 18:48:01,384,256,143,218,107,295,180,0.7294389009475708
2025-12-15 18:48:01,384,191,133,156,104,226,162,0.5925645232200623
2025-12-15 18:48:01,385,261,142,227,108,295,176,0.6763001680374146
2025-12-15 18:48:01,385,192,132,155,103,230,162,0.6374915242195129
2025-12-15 18:48:01,386,189,130,152,99,227,161,0.7194427847862244
2025-12-15 18:48:01,386,260,138,226,103,295,174,0.5891507863998413
2025-12-15 18:48:01,386,323,170,295,132,352,208,0.5498978495597839
2025-12-15 18:48:01,387,188,124,151,93,225,155,0.7129337191581726
2025-12-15 18:48:01,387,260,133,227,98,294,168,0.627896785736084
2025-12-15 18:48:01,387,319,164,286,126,352,203,0.5557252168655396
2025-12-15 18:48:01,387,199,239,5,92,394,387,0.5455981492996216
2025-12-15 18:48:02,388,189,119,151,89,227,150,0.7423087358474731
2025-12-15 18:48:02,388,322,159,290,121,354,198,0.6478530764579773
2025-12-15 18:48:02,388,261,130,227,93,295,167,0.6462445259094238
2025-12-15 18:48:02,388,197,249,5,90,390,409,0.6336056590080261
2025-12-15 18:48:02,388,373,238,340,195,407,282,0.5632150173187256
2025-12-15 18:48:02,389,194,118,154,87,234,149,0.7645266652107239
2025-12-15 18:48:02,389,327,156,298,119,356,193,0.7253747582435608
2025-12-15 18:48:02,389,263,116,231,91,296,141,0.7058355212211609
2025-12-15 18:48:02,389,205,231,2,84,408,379,0.6968885064125061
2025-12-15 18:48:02,389,373,235,338,191,409,279,0.5181267857551575
2025-12-15 18:48:02,390,195,114,157,85,234,143,0.7526472806930542
2025-12-15 18:48:02,390,207,231,1,88,414,375,0.6643741726875305
2025-12-15 18:48:02,390,265,113,234,90,297,137,0.6526926755905151
2025-12-15 18:48:02,390,322,155,288,117,356,194,0.5473309755325317
2025-12-15 18:48:02,391,212,227,13,79,411,375,0.7232200503349304
2025-12-15 18:48:02,391,198,113,160,84,236,143,0.7093722224235535
2025-12-15 18:48:02,391,267,112,236,88,299,136,0.6254884600639343
2025-12-15 18:48:02,391,329,152,301,116,358,189,0.6187108755111694
2025-12-15 18:48:02,391,380,229,348,185,412,273,0.5343073606491089
2025-12-15 18:48:02,392,208,115,169,84,248,147,0.7145494222640991
2025-12-15 18:48:02,392,224,226,25,84,424,369,0.6499621868133545
2025-12-15 18:48:02,392,388,228,356,185,421,271,0.6348731517791748
2025-12-15 18:48:02,392,337,153,310,116,365,190,0.6142901182174683
2025-12-15 18:48:02,392,277,113,246,88,309,139,0.5946857929229736
2025-12-15 18:48:02,393,208,115,170,86,246,145,0.7122060656547546
2025-12-15 18:48:02,393,388,230,355,187,421,273,0.6880480051040649
2025-12-15 18:48:02,393,232,227,40,86,425,369,0.6318080425262451
2025-12-15 18:48:02,393,338,154,311,118,366,191,0.6231371164321899
2025-12-15 18:48:02,393,278,122,247,90,310,154,0.5965214967727661
2025-12-15 18:48:02,394,210,229,6,88,414,371,0.7488582134246826
2025-12-15 18:48:02,394,209,115,170,86,248,145,0.6823774576187134
2025-12-15 18:48:02,394,338,154,310,118,366,191,0.6706954836845398
2025-12-15 18:48:02,394,388,230,356,187,420,273,0.6629770398139954
2025-12-15 18:48:02,394,200,178,147,138,253,219,0.5733726024627686
2025-12-15 18:48:02,394,278,116,247,91,309,142,0.5010035037994385
2025-12-15 18:48:02,395,219,228,25,90,414,366,0.7331939339637756
2025-12-15 18:48:02,395,206,116,170,85,243,148,0.6741597056388855
2025-12-15 18:48:02,395,384,226,354,185,415,267,0.604520857334137
2025-12-15 18:48:02,395,275,119,242,90,308,149,0.5702940225601196
2025-12-15 18:48:02,395,334,153,307,117,362,189,0.5100427865982056
2025-12-15 18:48:02,396,206,115,168,84,245,147,0.74241703748703
2025-12-15 18:48:02,396,215,224,23,83,407,366,0.7159091234207153
2025-12-15 18:48:02,396,383,222,354,181,412,264,0.6987459063529968
2025-12-15 18:48:02,396,273,113,243,88,304,138,0.6808809041976929
2025-12-15 18:48:02,396,332,151,305,116,360,186,0.6552103757858276
2025-12-15 18:48:02,396,195,176,142,137,249,216,0.5248417854309082
2025-12-15 18:48:02,397,208,121,170,87,246,155,0.7163776159286499
2025-12-15 18:48:02,397,329,152,299,117,359,188,0.7111546397209167
2025-12-15 18:48:02,397,209,235,42,87,376,384,0.6529895067214966
2025-12-15 18:48:02,397,274,123,245,91,304,155,0.6342963576316833
2025-12-15 18:48:02,397,381,223,352,183,411,264,0.6287990808486938
2025-12-15 18:48:03,398,210,119,172,88,248,150,0.6744502186775208
2025-12-15 18:48:03,398,212,225,37,88,388,362,0.6638550758361816
2025-12-15 18:48:03,398,276,122,246,92,306,152,0.5962027311325073
2025-12-15 18:48:03,398,333,153,307,118,359,189,0.5670358538627625
2025-12-15 18:48:03,398,381,224,352,184,410,264,0.5579518675804138
2025-12-15 18:48:03,399,210,221,9,87,412,356,0.7071942687034607
2025-12-15 18:48:03,399,209,117,172,89,246,146,0.6309821009635925
2025-12-15 18:48:03,399,333,153,308,118,359,188,0.5532844066619873
2025-12-15 18:48:03,399,198,175,145,137,251,214,0.534194827079773
2025-12-15 18:48:03,400,221,221,34,89,408,354,0.6162187457084656
2025-12-15 18:48:03,400,332,155,308,120,357,190,0.5705699324607849
2025-12-15 18:48:03,400,207,121,173,91,242,152,0.5577592849731445
2025-12-15 18:48:03,401,209,122,174,96,244,149,0.6219947338104248
2025-12-15 18:48:03,401,273,135,242,100,304,170,0.5794758200645447
2025-12-15 18:48:03,401,215,223,29,95,401,352,0.5698407292366028
2025-12-15 18:48:03,401,331,158,305,124,357,193,0.5585745573043823
2025-12-15 18:48:03,401,374,226,344,188,405,264,0.5336334109306335
2025-12-15 18:48:03,402,270,136,241,102,300,170,0.6836327910423279
2025-12-15 18:48:03,402,207,126,174,99,241,154,0.6030587553977966
2025-12-15 18:48:03,403,206,131,172,100,240,163,0.6041222810745239
2025-12-15 18:48:03,403,269,137,241,105,297,170,0.5935802459716797
2025-12-15 18:48:03,404,201,130,169,102,233,158,0.6713173389434814
2025-12-15 18:48:03,404,262,138,232,107,292,170,0.5436886548995972
2025-12-15 18:48:03,405,251,138,220,105,283,171,0.6621082425117493
2025-12-15 18:48:03,405,196,128,165,101,227,155,0.6397324800491333
2025-12-15 18:48:03,406,187,126,157,100,217,152,0.682000458240509
2025-12-15 18:48:03,406,246,130,217,103,275,158,0.6552587151527405
2025-12-15 18:48:04,407,233,129,202,101,265,157,0.7044013142585754
2025-12-15 18:48:04,407,178,123,149,99,208,148,0.6945697665214539
2025-12-15 18:48:04,408,170,122,140,98,200,147,0.6867033839225769
2025-12-15 18:48:04,408,224,129,193,100,255,159,0.5116997361183167
2025-12-15 18:48:04,409,160,121,131,99,190,144,0.6764425039291382
2025-12-15 18:48:04,409,214,128,183,101,246,156,0.6481641530990601
2025-12-15 18:48:04,410,207,133,174,102,240,164,0.5601876378059387
2025-12-15 18:48:04,411,204,137,171,105,237,170,0.710112452507019
2025-12-15 18:48:04,412,204,140,171,110,237,171,0.611675500869751
2025-12-15 18:48:06,429,206,153,178,128,234,179,0.5061829090118408
2025-12-15 18:48:07,434,206,245,179,210,234,280,0.5582928657531738
2025-12-15 18:48:07,437,208,265,181,231,236,299,0.5381187796592712
2025-12-15 18:48:07,438,209,266,181,231,237,301,0.5103898048400879
2025-12-15 18:48:08,449,210,227,180,195,240,260,0.5320453643798828
2025-12-15 18:48:09,460,194,228,165,198,224,259,0.5260946154594421
2025-12-15 18:48:10,461,193,228,164,196,223,261,0.5647338628768921
2025-12-15 18:48:10,463,186,225,156,192,217,259,0.5702473521232605
2025-12-15 18:48:11,474,178,210,149,180,208,241,0.5375063419342041
2025-12-15 18:48:11,475,175,214,146,179,204,249,0.526611864566803
2025-12-15 18:48:11,476,171,214,142,179,201,249,0.6000196933746338
2025-12-15 18:48:11,477,170,214,141,179,200,249,0.6368435621261597
2025-12-15 18:48:11,478,171,213,142,178,200,248,0.593339741230011
2025-12-15 18:48:12,479,169,206,139,173,199,240,0.6298524141311646
2025-12-15 18:48:12,480,166,200,138,168,195,233,0.6513333916664124
2025-12-15 18:48:12,481,166,198,138,166,194,231,0.654390811920166
2025-12-15 18:48:12,482,168,198,139,166,198,231,0.6076055765151978
2025-12-15 18:48:12,483,169,201,141,166,198,236,0.6776374578475952
2025-12-15 18:48:12,484,170,199,142,165,199,234,0.6900081038475037
2025-12-15 18:48:12,485,171,199,143,164,199,235,0.7016021609306335
2025-12-15 18:48:12,486,171,199,143,164,200,235,0.6513168215751648
2025-12-15 18:48:12,487,171,199,143,163,199,235,0.6697721481323242
2025-12-15 18:48:13,488,171,198,142,162,201,235,0.5929580926895142
2025-12-15 18:48:13,489,170,195,142,161,199,230,0.6013487577438354
2025-12-15 18:48:13,490,170,193,142,159,199,227,0.6465973258018494
2025-12-15 18:48:13,491,170,192,141,158,199,227,0.561468243598938
2025-12-15 18:48:13,492,170,192,141,156,199,228,0.5711777806282043
2025-12-15 18:48:13,493,170,188,142,154,198,223,0.6289214491844177
2025-12-15 18:48:13,494,171,188,143,153,199,223,0.5738540887832642
2025-12-15 18:48:13,495,172,188,144,153,200,224,0.6306479573249817
2025-12-15 18:48:13,496,174,187,148,154,201,220,0.6688809394836426
2025-12-15 18:48:14,500,199,196,170,165,229,228,0.5767598748207092
2025-12-15 18:48:15,506,194,200,166,172,223,229,0.5536267757415771
2025-12-15 18:48:15,507,188,205,158,170,218,240,0.6030241250991821
2025-12-15 18:48:15,508,184,198,155,165,214,231,0.6900467872619629
2025-12-15 18:48:15,509,186,196,157,163,216,230,0.6290651559829712
2025-12-15 18:48:15,510,194,188,165,155,223,221,0.5237830877304077
2025-12-15 18:48:15,511,201,181,169,145,233,217,0.5524937510490417
2025-12-15 18:48:15,512,203,167,172,133,235,201,0.5998571515083313
2025-12-15 18:48:15,513,205,154,174,120,236,189,0.6399749517440796
2025-12-15 18:48:15,514,203,144,173,109,233,180,0.5320636630058289
2025-12-15 18:48:15,514,267,155,240,122,294,189,0.51897132396698
2025-12-15 18:48:16,515,206,141,176,104,236,179,0.654050886631012
2025-12-15 18:48:16,515,268,152,241,118,295,186,0.5873569846153259
2025-12-15 18:48:16,515,193,244,33,100,353,388,0.5577244162559509
2025-12-15 18:48:16,516,207,138,174,100,240,177,0.7528690099716187
2025-12-15 18:48:16,516,270,150,242,116,299,184,0.6426308155059814
2025-12-15 18:48:16,516,190,242,24,96,357,389,0.6311662793159485
2025-12-15 18:48:16,517,216,135,186,98,246,173,0.6139975190162659
2025-12-15 18:48:16,517,276,150,247,114,305,186,0.6029910445213318
2025-12-15 18:48:16,517,197,242,33,96,361,389,0.5561185479164124
2025-12-15 18:48:16,518,221,132,191,96,251,169,0.7436071634292603
2025-12-15 18:48:16,518,162,138,125,102,200,174,0.7303358316421509
2025-12-15 18:48:16,518,281,151,252,114,311,188,0.6974155902862549
2025-12-15 18:48:16,518,194,244,27,98,362,391,0.6301197409629822
2025-12-15 18:48:16,518,340,223,307,179,374,267,0.5163189768791199
2025-12-15 18:48:16,519,163,136,126,102,200,170,0.7384288907051086
2025-12-15 18:48:16,519,225,133,194,97,256,170,0.6789150834083557
2025-12-15 18:48:16,519,284,152,254,115,315,190,0.6693498492240906
2025-12-15 18:48:16,519,161,205,107,169,215,241,0.607697069644928
2025-12-15 18:48:16,519,196,245,23,97,370,393,0.5977964997291565
2025-12-15 18:48:16,519,343,225,309,180,378,271,0.5276669859886169
2025-12-15 18:48:16,520,223,117,192,93,254,141,0.7682977914810181
2025-12-15 18:48:16,520,166,201,132,170,200,232,0.7055924534797668
2025-12-15 18:48:16,520,200,247,28,97,372,397,0.7028689384460449
2025-12-15 18:48:16,520,283,151,252,112,314,191,0.6954495906829834
2025-12-15 18:48:16,520,339,227,300,180,379,274,0.6586031913757324
2025-12-15 18:48:16,520,169,280,127,222,211,339,0.5078340172767639
2025-12-15 18:48:16,521,219,115,188,92,251,139,0.8167340755462646
2025-12-15 18:48:16,521,283,152,253,113,313,191,0.7466045022010803
2025-12-15 18:48:16,521,170,283,127,225,214,342,0.7242270112037659
2025-12-15 18:48:16,521,162,204,127,170,197,239,0.7213011980056763
2025-12-15 18:48:16,521,342,228,307,181,378,276,0.7193021774291992
2025-12-15 18:48:16,521,187,249,3,93,371,405,0.7034372091293335
2025-12-15 18:48:16,522,283,154,253,116,314,193,0.7965879440307617
2025-12-15 18:48:16,522,219,118,187,95,251,141,0.7665208578109741
2025-12-15 18:48:16,522,170,287,127,228,213,346,0.7223337888717651
2025-12-15 18:48:16,522,341,231,305,183,378,280,0.7185088396072388
2025-12-15 18:48:16,522,161,208,127,174,195,242,0.7082095742225647
2025-12-15 18:48:16,522,186,255,0,96,373,415,0.549879252910614
2025-12-15 18:48:16,523,285,155,255,116,315,194,0.761604368686676
2025-12-15 18:48:16,523,220,121,189,96,252,147,0.7603926062583923
2025-12-15 18:48:16,523,187,255,0,99,375,412,0.75493323802948
2025-12-15 18:48:16,523,174,287,128,228,220,346,0.7327190041542053
2025-12-15 18:48:16,523,343,232,306,184,380,280,0.6649967432022095
2025-12-15 18:48:17,524,220,118,188,94,253,142,0.7841107249259949
2025-12-15 18:48:17,524,163,204,129,171,198,237,0.7453332543373108
2025-12-15 18:48:17,524,187,249,0,95,374,403,0.7313894033432007
2025-12-15 18:48:17,524,285,153,255,114,315,193,0.6962329149246216
2025-12-15 18:48:17,524,174,284,129,226,219,343,0.6636209487915039
2025-12-15 18:48:17,524,343,229,305,182,381,276,0.6554372906684875
2025-12-15 18:48:17,525,218,114,186,90,251,139,0.8013445138931274
2025-12-15 18:48:17,525,172,282,127,223,217,341,0.7373008728027344
2025-12-15 18:48:17,525,284,149,254,108,314,191,0.7036027312278748
2025-12-15 18:48:17,525,341,224,303,177,379,272,0.6804744005203247
2025-12-15 18:48:17,525,199,251,27,97,372,405,0.6522190570831299
2025-12-15 18:48:17,526,217,113,185,90,250,136,0.8300691843032837
2025-12-15 18:48:17,526,282,148,252,108,313,188,0.7750086188316345
2025-12-15 18:48:17,526,163,201,127,168,199,235,0.7142343521118164
2025-12-15 18:48:17,526,168,283,123,224,213,342,0.6981905698776245
2025-12-15 18:48:17,526,341,225,304,177,378,273,0.6840822696685791
2025-12-15 18:48:17,526,226,157,184,119,269,196,0.5963526964187622
2025-12-15 18:48:17,526,186,247,0,90,373,405,0.5504301190376282
2025-12-15 18:48:17,527,219,118,186,92,252,144,0.7931520938873291
2025-12-15 18:48:17,527,188,257,0,93,376,421,0.7419291138648987
2025-12-15 18:48:17,527,161,205,126,170,196,240,0.7103855609893799
2025-12-15 18:48:17,527,171,284,129,225,213,344,0.696514368057251
2025-12-15 18:48:17,527,283,152,252,112,314,192,0.6920167207717896
2025-12-15 18:48:17,527,342,228,304,180,380,276,0.6509237885475159
2025-12-15 18:48:17,528,219,115,187,92,252,138,0.8237872123718262
2025-12-15 18:48:17,528,171,285,127,226,216,344,0.7073778510093689
2025-12-15 18:48:17,528,283,152,252,113,314,192,0.7017474174499512
2025-12-15 18:48:17,528,343,228,305,180,381,277,0.6561398506164551
2025-12-15 18:48:17,528,187,253,0,94,374,413,0.6428865194320679
2025-12-15 18:48:17,529,219,114,187,90,251,138,0.8177333474159241
2025-12-15 18:48:17,529,160,202,123,168,197,237,0.7422734498977661
2025-12-15 18:48:17,529,187,246,0,91,375,402,0.7396935820579529
2025-12-15 18:48:17,529,341,225,302,178,381,273,0.692988932132721
2025-12-15 18:48:17,529,283,152,252,110,314,194,0.668337345123291
2025-12-15 18:48:17,529,170,282,127,223,213,342,0.6532140970230103
2025-12-15 18:48:17,530,223,125,191,92,255,159,0.7528584599494934
2025-12-15 18:48:17,530,185,246,0,92,370,400,0.7448036074638367
2025-12-15 18:48:17,530,282,152,248,113,317,191,0.6743784546852112
2025-12-15 18:48:17,530,345,228,308,181,382,275,0.6725475788116455
2025-12-15 18:48:17,530,165,203,131,170,199,236,0.6718037724494934
2025-12-15 18:48:17,530,183,236,40,90,326,383,0.5118271708488464
2025-12-15 18:48:17,531,170,205,134,173,207,238,0.7552293539047241
2025-12-15 18:48:17,531,207,247,35,97,379,398,0.753185510635376
2025-12-15 18:48:17,531,163,139,127,103,200,175,0.7499280571937561
2025-12-15 18:48:17,531,228,128,196,98,260,158,0.712821900844574
2025-12-15 18:48:17,531,289,155,258,117,321,193,0.6527194380760193
2025-12-15 18:48:17,531,348,231,310,184,386,279,0.626218318939209
2025-12-15 18:48:17,531,184,285,136,228,233,343,0.6183727979660034
2025-12-15 18:48:17,532,172,145,135,108,210,182,0.8019570708274841
2025-12-15 18:48:17,532,193,254,0,88,386,421,0.790270984172821
2025-12-15 18:48:17,532,235,126,205,103,266,150,0.6839452981948853
2025-12-15 18:48:17,532,297,159,269,122,326,197,0.6837483048439026
2025-12-15 18:48:17,532,165,208,112,170,218,246,0.6133750081062317
2025-12-15 18:48:17,532,354,234,318,188,390,280,0.56779944896698
2025-12-15 18:48:17,532,206,243,49,100,364,387,0.5416683554649353
2025-12-15 18:48:18,533,179,147,140,112,219,182,0.7449738383293152
2025-12-15 18:48:18,533,194,243,0,88,389,399,0.7316573858261108
2025-12-15 18:48:18,533,242,132,211,106,273,159,0.6242116689682007
2025-12-15 18:48:18,533,208,242,62,100,355,384,0.5604096055030823
2025-12-15 18:48:18,533,301,162,271,126,331,198,0.5106310844421387
2025-12-15 18:48:18,534,195,247,0,98,390,397,0.7521156668663025
2025-12-15 18:48:18,534,181,148,144,115,218,181,0.717934250831604
2025-12-15 18:48:18,534,243,142,213,111,274,173,0.5634844899177551
2025-12-15 18:48:18,534,210,243,67,104,354,382,0.5392127633094788
2025-12-15 18:48:18,534,302,167,272,131,332,203,0.5341392755508423
2025-12-15 18:48:18,535,195,253,2,108,389,399,0.7465133666992188
2025-12-15 18:48:18,535,185,152,148,118,223,187,0.6776302456855774
2025-12-15 18:48:18,535,246,148,215,115,277,182,0.6759007573127747
2025-12-15 18:48:18,535,305,169,276,134,335,204,0.5195644497871399
2025-12-15 18:48:18,536,195,256,0,115,391,397,0.7125276923179626
2025-12-15 18:48:18,536,183,150,150,121,217,180,0.6599493026733398
2025-12-15 18:48:18,536,247,150,215,117,279,184,0.5891857147216797
2025-12-15 18:48:18,537,198,256,5,117,391,396,0.6594589352607727
2025-12-15 18:48:18,537,249,153,218,117,280,189,0.6065807938575745
2025-12-15 18:48:18,537,186,154,152,121,220,187,0.5790598392486572
2025-12-15 18:48:18,538,214,254,38,116,390,393,0.5466814637184143
2025-12-15 18:48:18,538,187,154,154,120,220,189,0.5098124742507935
2025-12-15 18:48:18,539,221,254,54,114,389,394,0.587664783000946
2025-12-15 18:48:18,539,250,155,221,118,280,192,0.5717000961303711
2025-12-15 18:48:18,539,190,156,155,121,225,191,0.5276572704315186
2025-12-15 18:48:18,540,215,254,42,116,389,392,0.5695937275886536
2025-12-15 18:48:18,540,188,151,157,122,220,180,0.5096110701560974
2025-12-15 18:48:18,541,188,151,157,123,220,179,0.5495398640632629
2025-12-15 18:48:18,541,210,254,32,117,389,392,0.503991961479187
2025-12-15 18:48:18,542,221,254,53,115,389,394,0.6890285015106201
2025-12-15 18:48:18,542,249,153,219,118,280,189,0.5996928811073303
2025-12-15 18:48:18,542,188,156,154,122,223,191,0.5823315978050232
2025-12-15 18:48:19,543,248,150,218,116,278,185,0.6229671835899353
2025-12-15 18:48:19,543,197,254,5,113,389,396,0.6078203916549683
2025-12-15 18:48:19,543,187,154,150,120,224,189,0.5307090282440186
2025-12-15 18:48:19,544,194,254,0,113,388,395,0.7863067388534546
2025-12-15 18:48:19,544,183,153,147,118,219,188,0.6311653852462769
2025-12-15 18:48:19,544,216,246,70,111,362,381,0.5709362626075745
2025-12-15 18:48:19,544,243,150,213,115,274,185,0.547263503074646
2025-12-15 18:48:19,544,218,199,56,1,380,398,0.5429120659828186
2025-12-15 18:48:19,545,194,254,0,107,388,402,0.6562158465385437
2025-12-15 18:48:19,545,206,265,53,114,360,416,0.6195777654647827
2025-12-15 18:48:19,545,177,151,142,119,212,184,0.6126030087471008
2025-12-15 18:48:19,545,241,138,210,116,272,160,0.605607807636261
2025-12-15 18:48:19,545,171,216,117,177,225,255,0.5187602639198303
2025-12-15 18:48:19,546,237,137,207,116,267,158,0.7515864968299866
2025-12-15 18:48:19,546,174,153,138,120,211,187,0.6793805360794067
2025-12-15 18:48:19,546,191,259,0,111,383,408,0.6248747110366821
2025-12-15 18:48:19,546,297,172,267,135,327,209,0.6052137017250061
2025-12-15 18:48:19,547,171,155,134,119,208,191,0.7478753328323364
2025-12-15 18:48:19,547,233,151,203,115,264,187,0.7127394080162048
2025-12-15 18:48:19,547,290,174,255,134,325,214,0.6555692553520203
2025-12-15 18:48:19,547,166,220,116,186,217,254,0.6258754134178162
2025-12-15 18:48:19,547,214,270,42,112,386,428,0.5951472520828247
2025-12-15 18:48:19,548,166,149,131,118,202,180,0.7755874991416931
2025-12-15 18:48:19,548,231,147,200,114,263,180,0.7196522355079651
2025-12-15 18:48:19,548,289,171,254,133,324,210,0.6801880598068237
2025-12-15 18:48:19,548,176,220,140,187,212,254,0.6612297296524048
2025-12-15 18:48:19,548,207,286,37,113,377,459,0.6008036732673645
2025-12-15 18:48:19,549,164,150,128,117,201,183,0.7899260520935059
2025-12-15 18:48:19,549,230,147,198,113,262,181,0.7397271394729614
2025-12-15 18:48:19,549,287,171,251,132,324,210,0.7271064519882202
2025-12-15 18:48:19,549,173,218,138,187,209,249,0.6414734721183777
2025-12-15 18:48:19,549,206,265,32,106,381,425,0.5352436304092407
2025-12-15 18:48:19,550,164,148,127,117,201,180,0.7822228670120239
2025-12-15 18:48:19,550,287,170,251,132,324,209,0.7710102200508118
2025-12-15 18:48:19,550,230,148,198,112,262,185,0.7265936732292175
2025-12-15 18:48:19,550,173,219,139,186,208,252,0.586588442325592
2025-12-15 18:48:19,550,204,265,29,107,379,424,0.5640642642974854
2025-12-15 18:48:19,551,163,147,126,116,200,179,0.7862247824668884
2025-12-15 18:48:19,551,287,170,251,132,324,209,0.7227013111114502
2025-12-15 18:48:19,551,228,143,196,112,261,175,0.6961392164230347
2025-12-15 18:48:19,551,173,218,139,187,208,250,0.6517090797424316
2025-12-15 18:48:19,551,205,258,33,104,377,412,0.5980177521705627
2025-12-15 18:48:19,551,174,298,128,240,220,357,0.5463985204696655
2025-12-15 18:48:20,552,164,153,126,117,203,190,0.7923438549041748
2025-12-15 18:48:20,552,229,148,198,112,261,184,0.733458399772644
